account_number,owner_id,bank_name,account_type,open_date,balance_inr
1001002316,PER00874,Kotak Mahindra Bank,Savings,2019-12-04,227605
1001002317,PER00875,Kotak Mahindra Bank,Savings,2020-11-26,151591
1001002318,PER00876,Kotak Mahindra Bank,Savings,2012-09-30,148860
1001002319,PER00876,Kotak Mahindra Bank,Savings,2014-01-25,156583
1001002320,PER00877,HDFC Bank,Savings,2014-09-25,0
1001002321,PER00877,Axis Bank,Savings,2015-02-28,0
1001002322,PER00878,SBI,Savings,2019-12-04,33192
1001002323,PER00879,Kotak Mahindra Bank,Savings,2017-07-27,715658
1001002324,PER00879,Kotak Mahindra Bank,Savings,2015-02-25,171031
1001002325,PER00880,SBI,Savings,2017-07-11,163010
1001002326,PER00880,Kotak Mahindra Bank,Savings,2025-02-13,120504
1001002327,PER00881,Kotak Mahindra Bank,Savings,2017-05-09,129449
1001002328,PER00881,ICICI Bank,Savings,2010-09-26,152060
1001002329,PER00882,SBI,Savings,2022-07-30,42110
1001002330,PER00883,HDFC Bank,Savings,2020-02-24,302471
1001002331,PER00884,HDFC Bank,Savings,2020-04-19,75393
1001002332,PER00885,ICICI Bank,Savings,2023-11-16,859699
1001002333,PER00886,SBI,Savings,2019-03-19,37702
1001002334,PER00887,Axis Bank,Savings,2019-10-08,42911
1001002335,PER00887,Axis Bank,Savings,2021-06-22,45175
1001002336,PER00888,SBI,Savings,2024-12-25,69297
1001002337,PER00889,SBI,Savings,2021-06-08,174600
1001002338,PER00890,HDFC Bank,Savings,2021-12-21,131896
1001002339,PER00890,Kotak Mahindra Bank,Savings,2020-04-28,55409
1001002340,PER00891,SBI,Savings,2016-06-06,149024
1001002341,PER00892,SBI,Savings,2017-08-13,204605
1001002342,PER00893,Axis Bank,Savings,2013-12-19,0
1001002343,PER00894,Axis Bank,Savings,2017-03-23,212154
1001002344,PER00895,ICICI Bank,Savings,2017-01-18,158602
1001002345,PER00896,SBI,Savings,2010-10-19,154425
1001002346,PER00896,HDFC Bank,Savings,2017-01-29,34890
1001002347,PER00897,Kotak Mahindra Bank,Savings,2014-04-28,89414
1001002348,PER00897,Axis Bank,Savings,2014-04-19,126421
1001002349,PER00898,ICICI Bank,Savings,2021-12-11,71489
1001002350,PER00899,SBI,Savings,2024-06-24,54223
1001002351,PER00900,HDFC Bank,Savings,2015-02-16,119083
1001002352,PER00900,ICICI Bank,Savings,2023-10-27,76266
1001002353,PER00901,HDFC Bank,Savings,2015-03-24,151370
1001002354,PER00901,HDFC Bank,Savings,2021-12-31,87913
1001002355,PER00902,Axis Bank,Savings,2016-09-13,95989
1001002356,PER00903,ICICI Bank,Savings,2023-11-27,52297
1001002357,PER00904,Axis Bank,Savings,2014-07-30,360943
1001002358,PER00904,HDFC Bank,Savings,2014-06-14,486635
1001002359,PER00905,ICICI Bank,Savings,2024-06-14,133940
1001002360,PER00905,ICICI Bank,Savings,2022-01-12,56724
1001002361,PER00906,SBI,Savings,2010-12-08,205267
1001002362,PER00906,Kotak Mahindra Bank,Savings,2025-05-30,70241
1001002363,PER00907,Axis Bank,Savings,2011-11-16,0
1001002364,PER00907,HDFC Bank,Savings,2015-01-05,0
1001002365,PER00908,SBI,Savings,2024-01-18,229824
1001002366,PER00909,SBI,Savings,2024-12-22,278219
1001002367,PER00909,Axis Bank,Savings,2017-05-11,280027
1001002368,PER00910,Axis Bank,Savings,2025-04-11,44075
1001002369,PER00911,Kotak Mahindra Bank,Savings,2017-08-25,23189
1001002370,PER00912,Axis Bank,Savings,2024-05-15,96532
1001002371,PER00912,Kotak Mahindra Bank,Savings,2019-09-18,247469
1001002372,PER00913,ICICI Bank,Savings,2013-04-16,459285
1001002373,PER00913,HDFC Bank,Savings,2022-08-28,448404
1001002374,PER00914,HDFC Bank,Savings,2022-09-07,963158
1001002375,PER00914,SBI,Savings,2013-12-03,588221
1001002376,PER00915,Axis Bank,Savings,2019-07-25,0
1001002377,PER00915,ICICI Bank,Savings,2012-01-05,0
1001002378,PER00916,SBI,Savings,2023-07-04,245464
1001002379,PER00917,SBI,Savings,2025-03-03,306774
1001002380,PER00917,Kotak Mahindra Bank,Savings,2020-02-16,305373
1001002381,PER00918,HDFC Bank,Savings,2023-12-21,92898
1001002382,PER00919,Axis Bank,Savings,2025-08-07,203552
1001002383,PER00919,ICICI Bank,Savings,2017-08-12,562111
1001002384,PER00920,Kotak Mahindra Bank,Savings,2011-01-05,374978
1001002385,PER00921,SBI,Savings,2013-07-30,239341
1001002386,PER00922,Kotak Mahindra Bank,Savings,2019-09-21,151181
1001002387,PER00922,HDFC Bank,Savings,2024-03-01,159945
1001002388,PER00923,SBI,Savings,2018-09-09,639737
1001002389,PER00924,Kotak Mahindra Bank,Savings,2021-04-14,237043
1001002390,PER00924,HDFC Bank,Savings,2012-03-15,58170
1001002391,PER00925,Kotak Mahindra Bank,Savings,2019-05-21,68705
1001002392,PER00926,HDFC Bank,Savings,2019-01-18,164879
1001002393,PER00926,ICICI Bank,Savings,2025-02-07,63471
1001002394,PER00927,Kotak Mahindra Bank,Savings,2014-05-28,235674
1001002395,PER00927,HDFC Bank,Savings,2019-02-23,164608
1001002396,PER00928,ICICI Bank,Savings,2010-09-20,64712
1001002397,PER00929,Kotak Mahindra Bank,Savings,2022-04-10,226191
1001002398,PER00929,Axis Bank,Savings,2025-07-13,127580
1001002399,PER00930,SBI,Savings,2011-07-08,175312
1001002400,PER00930,Axis Bank,Savings,2023-08-26,119712
1001002401,PER00931,ICICI Bank,Savings,2020-02-15,333204
1001002402,PER00931,HDFC Bank,Savings,2014-04-14,302207
1001002403,PER00932,Kotak Mahindra Bank,Savings,2021-01-05,268539
1001002404,PER00933,Axis Bank,Savings,2024-04-12,85004
1001002405,PER00934,SBI,Savings,2010-12-15,93039
1001002406,PER00934,HDFC Bank,Savings,2024-02-05,17970
1001002407,PER00935,ICICI Bank,Savings,2023-10-14,541302
1001002408,PER00936,SBI,Savings,2023-11-29,0
1001002409,PER00936,HDFC Bank,Savings,2021-06-01,0
1001002410,PER00937,ICICI Bank,Savings,2011-12-11,265355
1001002411,PER00937,Axis Bank,Savings,2023-09-20,96598
1001002412,PER00938,Kotak Mahindra Bank,Savings,2024-03-13,151840
1001002413,PER00938,SBI,Savings,2011-02-14,207925
1001002414,PER00939,ICICI Bank,Savings,2018-05-07,354403
1001002415,PER00939,HDFC Bank,Savings,2011-11-13,276811
1001002416,PER00940,SBI,Savings,2016-06-04,33626
1001002417,PER00941,Axis Bank,Savings,2023-06-15,0
1001002418,PER00942,Axis Bank,Savings,2015-06-30,190927
1001002419,PER00943,HDFC Bank,Savings,2024-01-02,319328
1001002420,PER00944,HDFC Bank,Savings,2023-05-03,191847
1001002421,PER00944,Kotak Mahindra Bank,Savings,2019-12-28,119013
1001002422,PER00945,ICICI Bank,Savings,2023-05-06,165163
1001002423,PER00945,Kotak Mahindra Bank,Savings,2015-08-19,46379
1001002424,PER00946,Axis Bank,Savings,2023-06-27,865207
1001002425,PER00946,SBI,Savings,2012-02-17,973419
1001002426,PER00947,SBI,Savings,2023-04-20,219997
1001002427,PER00948,SBI,Savings,2025-01-02,522588
1001002428,PER00948,SBI,Savings,2011-12-25,230514
1001002429,PER00949,HDFC Bank,Savings,2018-11-14,201781
1001002430,PER00949,HDFC Bank,Savings,2023-12-28,182609
1001002431,PER00950,Kotak Mahindra Bank,Savings,2015-05-19,420118
1001002432,PER00950,Kotak Mahindra Bank,Savings,2014-03-30,909631
1001002433,PER00951,HDFC Bank,Savings,2017-10-26,104011
1001002434,PER00952,Axis Bank,Savings,2011-07-29,136079
1001002435,PER00953,SBI,Savings,2018-10-23,195281
1001002436,PER00954,HDFC Bank,Savings,2018-09-08,52157
1001002437,PER00955,ICICI Bank,Savings,2018-02-06,37556
1001002438,PER00955,ICICI Bank,Savings,2018-10-29,151631
1001002439,PER00956,SBI,Savings,2014-06-29,109682
1001002440,PER00956,SBI,Savings,2016-09-03,141996
1001002441,PER00957,HDFC Bank,Savings,2020-06-07,160708
1001002442,PER00958,Axis Bank,Savings,2022-05-13,36401
1001002443,PER00959,HDFC Bank,Savings,2017-08-14,273597
1001002444,PER00960,Kotak Mahindra Bank,Savings,2021-06-27,29459
1001002445,PER00961,Kotak Mahindra Bank,Savings,2020-05-18,174428
1001002446,PER00961,HDFC Bank,Savings,2012-08-25,73339
1001002447,PER00962,Axis Bank,Savings,2025-03-08,173874
1001002448,PER00962,ICICI Bank,Savings,2024-02-16,82966
1001002449,PER00963,Axis Bank,Savings,2015-08-12,139471
1001002450,PER00964,Axis Bank,Savings,2020-08-08,50817
1001002451,PER00965,HDFC Bank,Savings,2016-06-11,242283
1001002452,PER00965,ICICI Bank,Savings,2020-12-08,85909
1001002453,PER00966,HDFC Bank,Savings,2014-07-10,0
1001002454,PER00966,SBI,Savings,2021-06-17,0
1001002455,PER00967,HDFC Bank,Savings,2023-01-08,195742
1001002456,PER00968,ICICI Bank,Savings,2010-09-07,158192
1001002457,PER00968,ICICI Bank,Savings,2021-03-19,68536
1001002458,PER00969,Axis Bank,Savings,2017-04-20,67987
1001002459,PER00970,SBI,Savings,2013-09-14,0
1001002460,PER00970,Axis Bank,Savings,2014-09-03,0
1001002461,PER00971,Kotak Mahindra Bank,Savings,2014-12-21,208447
1001002462,PER00972,SBI,Savings,2022-04-13,391754
1001002463,PER00972,HDFC Bank,Savings,2013-09-20,133748
1001002464,PER00973,HDFC Bank,Savings,2017-11-16,246399
1001002465,PER00973,ICICI Bank,Savings,2021-08-15,195210
1001002466,PER00974,Kotak Mahindra Bank,Savings,2018-10-01,78768
1001002467,PER00974,ICICI Bank,Savings,2022-07-10,51075
1001002468,PER00975,SBI,Savings,2018-12-03,227161
1001002469,PER00976,HDFC Bank,Savings,2011-08-25,106960
1001002470,PER00977,SBI,Savings,2018-11-11,217661
1001002471,PER00978,ICICI Bank,Savings,2011-11-12,134273
1001002472,PER00978,SBI,Savings,2018-07-23,201632
1001002473,PER00979,ICICI Bank,Savings,2015-07-02,258079
1001002474,PER00980,SBI,Savings,2019-09-11,117598
1001002475,PER00980,Kotak Mahindra Bank,Savings,2023-03-05,552187
1001002476,PER00981,Axis Bank,Savings,2013-02-28,938500
1001002477,PER00981,ICICI Bank,Savings,2018-03-26,915637
1001002478,PER00982,HDFC Bank,Savings,2021-10-28,157136
1001002479,PER00982,ICICI Bank,Savings,2015-05-30,184786
1001002480,PER00983,ICICI Bank,Savings,2016-08-03,181491
1001002481,PER00983,SBI,Savings,2011-03-28,177530
1001002482,PER00984,ICICI Bank,Savings,2015-07-28,0
1001002483,PER00985,ICICI Bank,Savings,2017-11-03,77425
1001002484,PER00985,Axis Bank,Savings,2015-06-28,190362
1001002485,PER00986,SBI,Savings,2016-05-06,169442
1001002486,PER00986,Kotak Mahindra Bank,Savings,2011-06-11,43102
1001002487,PER00987,SBI,Savings,2019-09-18,135895
1001002488,PER00987,Kotak Mahindra Bank,Savings,2016-02-03,148376
1001002489,PER00988,Kotak Mahindra Bank,Savings,2019-01-05,315114
1001002490,PER00988,HDFC Bank,Savings,2016-07-21,300976
1001002491,PER00989,SBI,Savings,2025-01-24,135572
1001002492,PER00989,Axis Bank,Savings,2024-06-30,201638
1001002493,PER00990,HDFC Bank,Savings,2012-06-10,141166
1001002494,PER00990,Kotak Mahindra Bank,Savings,2021-04-06,18087
1001002495,PER00991,Axis Bank,Savings,2022-03-20,49854
1001002496,PER00992,Axis Bank,Savings,2021-09-06,497331
1001002497,PER00992,Axis Bank,Savings,2016-09-09,286612
1001002498,PER00993,ICICI Bank,Savings,2023-07-16,72552
1001002499,PER00994,Kotak Mahindra Bank,Savings,2012-09-22,233481
1001002500,PER00995,Axis Bank,Savings,2023-05-03,785807
1001002501,PER00996,Kotak Mahindra Bank,Savings,2013-09-01,238289
1001002502,PER00996,ICICI Bank,Savings,2021-02-08,28526
1001002503,PER00997,ICICI Bank,Savings,2018-07-31,439317
1001002504,PER00997,Axis Bank,Savings,2021-02-05,337274
1001002505,PER00998,SBI,Savings,2013-06-19,123922
1001002506,PER00999,Kotak Mahindra Bank,Savings,2018-02-25,168247
1001002507,PER01000,ICICI Bank,Savings,2023-06-07,155448
1001002508,PER01000,Axis Bank,Savings,2013-03-21,169842
1001002509,CIN00001,IDFC First Bank,Current,2016-05-24,12820500
1001002510,CIN00001,IDFC First Bank,Current,2016-05-24,16063593
1001002511,CIN00001,Yes Bank,Current,2016-05-24,17011627
1001002512,CIN00002,Yes Bank,Current,2020-10-04,45293521
1001002513,CIN00003,Yes Bank,Current,2024-07-25,704729
1001002514,CIN00003,ICICI Bank,Current,2024-07-25,4441029
1001002515,CIN00004,IDFC First Bank,Current,2019-03-27,3076025
1001002516,CIN00004,IDFC First Bank,Current,2019-03-27,501367
1001002517,CIN00005,Yes Bank,Current,2018-04-30,56259821
1001002518,CIN00006,Yes Bank,Current,2020-11-13,29507578
1001002519,CIN00006,IDFC First Bank,Current,2020-11-13,73338787
1001002520,CIN00006,Yes Bank,Current,2020-11-13,23040672
1001002521,CIN00007,HDFC Bank,Current,2015-12-30,12280862
1001002522,CIN00008,IDFC First Bank,Current,2019-02-13,10686508
1001002523,CIN00008,IDFC First Bank,Current,2019-02-13,62106010
1001002524,CIN00009,Yes Bank,Current,2025-08-30,1344170
1001002525,CIN00009,HDFC Bank,Current,2025-08-30,255012
1001002526,CIN00009,IDFC First Bank,Current,2025-08-30,173639
1001002527,CIN00010,HDFC Bank,Current,2023-09-18,24279833
1001002528,CIN00010,ICICI Bank,Current,2023-09-18,52412997
1001002529,CIN00010,ICICI Bank,Current,2023-09-18,49740480
1001002530,CIN00011,ICICI Bank,Current,2020-12-14,12197055
1001002531,CIN00011,Yes Bank,Current,2020-12-14,5544392
1001002532,CIN00012,HDFC Bank,Current,2022-07-23,24606944
1001002533,CIN00013,HDFC Bank,Current,2023-03-05,16861865
1001002534,CIN00014,Yes Bank,Current,2020-05-19,1778858
1001002535,CIN00015,HDFC Bank,Current,2020-09-30,22029353
1001002536,CIN00016,IDFC First Bank,Current,2016-11-25,32891090
1001002537,CIN00016,HDFC Bank,Current,2016-11-25,24692595
1001002538,CIN00016,IDFC First Bank,Current,2016-11-25,4822421
1001002539,CIN00017,Yes Bank,Current,2017-08-02,9685982
1001002540,CIN00018,ICICI Bank,Current,2024-06-23,1994872
1001002541,CIN00018,HDFC Bank,Current,2024-06-23,12567432
1001002542,CIN00019,HDFC Bank,Current,2019-06-04,61351880
1001002543,CIN00019,ICICI Bank,Current,2019-06-04,63416045
1001002544,CIN00019,IDFC First Bank,Current,2019-06-04,72675856
1001002545,CIN00020,Yes Bank,Current,2015-12-16,7823511
1001002546,CIN00020,ICICI Bank,Current,2015-12-16,11028102
1001002547,CIN00020,IDFC First Bank,Current,2015-12-16,7178980
1001002548,CIN00021,ICICI Bank,Current,2021-07-12,11484241
1001002549,CIN00021,HDFC Bank,Current,2021-07-12,49240930
1001002550,CIN00022,IDFC First Bank,Current,2020-04-06,409344
1001002551,CIN00022,ICICI Bank,Current,2020-04-06,1213754
1001002552,CIN00023,Yes Bank,Current,2020-08-12,5128236
1001002553,CIN00023,IDFC First Bank,Current,2020-08-12,8263162
1001002554,CIN00023,ICICI Bank,Current,2020-08-12,6925637
1001002555,CIN00024,HDFC Bank,Current,2023-04-04,31321733
1001002556,CIN00025,HDFC Bank,Current,2021-11-17,12146195
1001002557,CIN00025,HDFC Bank,Current,2021-11-17,39858347
1001002558,CIN00026,IDFC First Bank,Current,2023-11-01,59589054
1001002559,CIN00027,ICICI Bank,Current,2019-06-29,70960670
1001002560,CIN00027,IDFC First Bank,Current,2019-06-29,10652601
1001002561,CIN00027,Yes Bank,Current,2019-06-29,48461623
1001002562,CIN00028,Yes Bank,Current,2023-03-31,34629825
1001002563,CIN00028,HDFC Bank,Current,2023-03-31,47051945
1001002564,CIN00028,HDFC Bank,Current,2023-03-31,41086200
1001002565,CIN00029,Yes Bank,Current,2022-03-20,6976687
1001002566,CIN00030,HDFC Bank,Current,2020-07-19,36431350
1001002567,CIN00031,IDFC First Bank,Current,2025-08-03,8912877
1001002568,CIN00032,HDFC Bank,Current,2021-10-17,21628130
1001002569,CIN00032,IDFC First Bank,Current,2021-10-17,31997319
1001002570,CIN00032,IDFC First Bank,Current,2021-10-17,63981773
1001002571,CIN00033,Yes Bank,Current,2020-09-02,6333046
1001002572,CIN00033,IDFC First Bank,Current,2020-09-02,34352944
1001002573,CIN00034,HDFC Bank,Current,2019-01-03,57077079
1001002574,CIN00035,HDFC Bank,Current,2017-08-24,24582261
1001002575,CIN00035,HDFC Bank,Current,2017-08-24,26664837
1001002576,CIN00036,HDFC Bank,Current,2019-03-30,66659232
1001002577,CIN00037,Yes Bank,Current,2025-08-30,1061491
1001002578,CIN00037,Yes Bank,Current,2025-08-30,742016
1001002579,CIN00038,ICICI Bank,Current,2021-08-21,16097713
1001002580,CIN00038,ICICI Bank,Current,2021-08-21,7222987
1001002581,CIN00039,HDFC Bank,Current,2021-12-26,35867335
1001002582,CIN00039,IDFC First Bank,Current,2021-12-26,17604279
1001002583,CIN00040,IDFC First Bank,Current,2021-03-22,27538138
1001002584,CIN00041,ICICI Bank,Current,2021-02-15,46690136
1001002585,CIN00042,IDFC First Bank,Current,2016-01-08,17822889
1001002586,CIN00043,HDFC Bank,Current,2019-11-02,8413628
1001002587,CIN00043,ICICI Bank,Current,2019-11-02,20081364
1001002588,CIN00044,HDFC Bank,Current,2015-10-16,955959
1001002589,CIN00045,ICICI Bank,Current,2025-08-30,448563
1001002590,CIN00046,Yes Bank,Current,2025-08-30,1860550
1001002591,CIN00046,Yes Bank,Current,2025-08-30,471563
1001002592,CIN00046,ICICI Bank,Current,2025-08-30,3355098
1001002593,CIN00047,ICICI Bank,Current,2023-12-01,1458707
1001002594,CIN00047,Yes Bank,Current,2023-12-01,1358123
1001002595,CIN00048,HDFC Bank,Current,2016-04-19,981064
1001002596,CIN00048,IDFC First Bank,Current,2016-04-19,1928502
1001002597,CIN00049,ICICI Bank,Current,2020-07-14,8286465
1001002598,CIN00049,Yes Bank,Current,2020-07-14,28769556
1001002599,CIN00049,Yes Bank,Current,2020-07-14,30793940
1001002600,CIN00050,Yes Bank,Current,2018-12-11,6246997
1001002601,CIN00051,HDFC Bank,Current,2025-08-30,2451787
1001002602,CIN00051,IDFC First Bank,Current,2025-08-30,1349100
1001002603,CIN00052,HDFC Bank,Current,2025-06-11,9865810
1001002604,CIN00053,IDFC First Bank,Current,2023-02-19,862673
1001002605,CIN00053,IDFC First Bank,Current,2023-02-19,1700836
1001002606,CIN00053,IDFC First Bank,Current,2023-02-19,980254
1001002607,CIN00054,IDFC First Bank,Current,2015-10-30,32533525
1001002608,CIN00055,Yes Bank,Current,2025-07-19,32774658
1001002609,CIN00056,IDFC First Bank,Current,2024-07-16,37030373
1001002610,CIN00056,Yes Bank,Current,2024-07-16,21809114
1001002611,CIN00057,IDFC First Bank,Current,2017-09-17,5811966
1001002612,CIN00058,ICICI Bank,Current,2023-01-30,14751695
1001002613,CIN00059,Yes Bank,Current,2023-05-19,52423461
1001002614,CIN00060,ICICI Bank,Current,2024-09-19,18939871
1001002615,CIN00060,Yes Bank,Current,2024-09-19,14434203
1001002616,CIN00061,ICICI Bank,Current,2022-11-02,24070178
1001002617,CIN00061,Yes Bank,Current,2022-11-02,18055447
1001002618,CIN00061,HDFC Bank,Current,2022-11-02,22316225
1001002619,CIN00062,ICICI Bank,Current,2016-11-09,984364
1001002620,CIN00063,IDFC First Bank,Current,2025-08-30,1158720
1001002621,CIN00064,HDFC Bank,Current,2021-05-05,32546882
1001002622,CIN00064,ICICI Bank,Current,2021-05-05,64584186
1001002623,CIN00065,IDFC First Bank,Current,2024-08-13,15761692
1001002624,CIN00065,Yes Bank,Current,2024-08-13,17841542
1001002625,CIN00065,HDFC Bank,Current,2024-08-13,21881605
1001002626,CIN00066,HDFC Bank,Current,2015-09-11,84983601
1001002627,CIN00066,Yes Bank,Current,2015-09-11,22808658
1001002628,CIN00067,ICICI Bank,Current,2019-08-10,65394599
1001002629,CIN00067,IDFC First Bank,Current,2019-08-10,49147214
1001002630,CIN00068,Yes Bank,Current,2023-03-03,5825145
1001002631,CIN00068,Yes Bank,Current,2023-03-03,24471565
1001002632,CIN00069,IDFC First Bank,Current,2020-10-15,21038059
1001002633,CIN00069,ICICI Bank,Current,2020-10-15,26565483
1001002634,CIN00070,ICICI Bank,Current,2019-10-13,34410563
1001002635,CIN00070,HDFC Bank,Current,2019-10-13,9395436
1001002636,CIN00070,HDFC Bank,Current,2019-10-13,59453893
1001002637,CIN00071,IDFC First Bank,Current,2019-02-05,1795763
1001002638,CIN00072,Yes Bank,Current,2015-10-18,28565527
1001002639,CIN00073,ICICI Bank,Current,2017-06-28,12933565
1001002640,CIN00074,HDFC Bank,Current,2021-05-16,35476168
1001002641,CIN00074,ICICI Bank,Current,2021-05-16,21293323
1001002642,CIN00074,ICICI Bank,Current,2021-05-16,42428558
1001002643,CIN00075,HDFC Bank,Current,2020-10-06,51612838
1001002644,CIN00075,IDFC First Bank,Current,2020-10-06,51008177
1001002645,CIN00075,ICICI Bank,Current,2020-10-06,32272245
1001002646,CIN00076,Yes Bank,Current,2016-08-26,27182088
1001002647,CIN00076,HDFC Bank,Current,2016-08-26,6808775
1001002648,CIN00077,Yes Bank,Current,2019-05-13,28474436
1001002649,CIN00078,HDFC Bank,Current,2023-07-19,5060203
1001002650,CIN00079,Yes Bank,Current,2016-10-08,19505033
1001002651,CIN00079,Yes Bank,Current,2016-10-08,13722814
1001002652,CIN00080,Yes Bank,Current,2025-08-14,64035423
1001002653,CIN00080,Yes Bank,Current,2025-08-14,79671152
1001002654,CIN00080,ICICI Bank,Current,2025-08-14,65912922
1001002655,CIN00081,Yes Bank,Current,2024-04-27,60603408
1001002656,CIN00081,Yes Bank,Current,2024-04-27,26615519
1001002657,CIN00082,IDFC First Bank,Current,2024-09-06,28050403
1001002658,CIN00082,Yes Bank,Current,2024-09-06,16986485
1001002659,CIN00083,Yes Bank,Current,2025-06-19,45051259
1001002660,CIN00083,ICICI Bank,Current,2025-06-19,16462617
1001002661,CIN00084,IDFC First Bank,Current,2017-05-15,13297653
1001002662,CIN00085,ICICI Bank,Current,2018-05-09,44830288
1001002663,CIN00085,Yes Bank,Current,2018-05-09,70370115
1001002664,CIN00086,Yes Bank,Current,2015-11-04,29177762
1001002665,CIN00087,IDFC First Bank,Current,2022-04-05,1817370
1001002666,CIN00087,Yes Bank,Current,2022-04-05,261255
1001002667,CIN00087,IDFC First Bank,Current,2022-04-05,450405
1001002668,CIN00088,ICICI Bank,Current,2022-08-21,29830971
1001002669,CIN00088,Yes Bank,Current,2022-08-21,30770052
1001002670,CIN00088,IDFC First Bank,Current,2022-08-21,10480421
1001002671,CIN00089,IDFC First Bank,Current,2025-08-30,673541
1001002672,CIN00089,HDFC Bank,Current,2025-08-30,1054831
1001002673,CIN00090,IDFC First Bank,Current,2023-09-26,1591170
1001002674,CIN00091,Yes Bank,Current,2025-04-21,15225600
1001002675,CIN00091,IDFC First Bank,Current,2025-04-21,71015764
1001002676,CIN00091,ICICI Bank,Current,2025-04-21,26749532
1001002677,CIN00092,ICICI Bank,Current,2020-12-19,44331854
1001002678,CIN00093,IDFC First Bank,Current,2021-11-30,7608067
1001002679,CIN00093,HDFC Bank,Current,2021-11-30,3880735
1001002680,CIN00093,ICICI Bank,Current,2021-11-30,9581101
1001002681,CIN00094,Yes Bank,Current,2023-09-27,590632
1001002682,CIN00095,ICICI Bank,Current,2019-01-20,13083967
1001002683,CIN00095,ICICI Bank,Current,2019-01-20,57701566
1001002684,CIN00096,ICICI Bank,Current,2016-02-12,63716343
1001002685,CIN00096,ICICI Bank,Current,2016-02-12,9667687
1001002686,CIN00097,Yes Bank,Current,2016-07-12,7650138
1001002687,CIN00097,ICICI Bank,Current,2016-07-12,9805315
1001002688,CIN00098,IDFC First Bank,Current,2021-10-07,19753638
1001002689,CIN00098,ICICI Bank,Current,2021-10-07,15438907
1001002690,CIN00099,ICICI Bank,Current,2016-05-17,19643228
1001002691,CIN00099,IDFC First Bank,Current,2016-05-17,7258135
1001002692,CIN00100,HDFC Bank,Current,2023-12-20,55645971
1001002693,CIN00100,ICICI Bank,Current,2023-12-20,21789266
1001002694,CIN00101,Yes Bank,Current,2019-12-03,13065519
1001002695,CIN00102,HDFC Bank,Current,2021-04-10,28513732
1001002696,CIN00103,HDFC Bank,Current,2021-01-13,43705696
1001002697,CIN00103,Yes Bank,Current,2021-01-13,57627960
1001002698,CIN00104,ICICI Bank,Current,2021-02-09,14687459
1001002699,CIN00105,HDFC Bank,Current,2016-07-29,1376990
1001002700,CIN00105,ICICI Bank,Current,2016-07-29,2600006
1001002701,CIN00105,ICICI Bank,Current,2016-07-29,2763803
1001002702,CIN00106,Yes Bank,Current,2024-09-17,7850777
1001002703,CIN00106,Yes Bank,Current,2024-09-17,9520126
1001002704,CIN00106,ICICI Bank,Current,2024-09-17,8817959
1001002705,CIN00107,IDFC First Bank,Current,2016-01-05,34553206
1001002706,CIN00108,ICICI Bank,Current,2022-06-09,16706954
1001002707,CIN00108,HDFC Bank,Current,2022-06-09,30251479
1001002708,CIN00109,IDFC First Bank,Current,2025-05-22,59197764
1001002709,CIN00109,Yes Bank,Current,2025-05-22,53789560
1001002710,CIN00109,IDFC First Bank,Current,2025-05-22,20066786
1001002711,CIN00110,ICICI Bank,Current,2017-05-01,35465152
1001002712,CIN00110,HDFC Bank,Current,2017-05-01,41236215
1001002713,CIN00110,HDFC Bank,Current,2017-05-01,41511642
1001002714,CIN00111,Yes Bank,Current,2025-08-30,1451488
1001002715,CIN00111,ICICI Bank,Current,2025-08-30,349495
1001002716,CIN00112,IDFC First Bank,Current,2019-06-30,43505833
1001002717,CIN00112,ICICI Bank,Current,2019-06-30,34473202
1001002718,CIN00113,Yes Bank,Current,2022-07-20,31688010
1001002719,CIN00114,Yes Bank,Current,2021-02-11,9252189
1001002720,CIN00114,HDFC Bank,Current,2021-02-11,5700617
1001002721,CIN00114,HDFC Bank,Current,2021-02-11,13111867
1001002722,CIN00115,HDFC Bank,Current,2016-12-27,17879906
1001002723,CIN00115,ICICI Bank,Current,2016-12-27,43870095
1001002724,CIN00115,ICICI Bank,Current,2016-12-27,10457660
1001002725,CIN00116,IDFC First Bank,Current,2023-09-12,6413532
1001002726,CIN00116,IDFC First Bank,Current,2023-09-12,2062917
1001002727,CIN00117,HDFC Bank,Current,2022-05-26,44180135
1001002728,CIN00117,HDFC Bank,Current,2022-05-26,31177661
1001002729,CIN00118,HDFC Bank,Current,2018-09-01,47251931
1001002730,CIN00119,ICICI Bank,Current,2019-05-13,51841604
1001002731,CIN00119,ICICI Bank,Current,2019-05-13,19316044
1001002732,CIN00119,Yes Bank,Current,2019-05-13,77735397
1001002733,CIN00120,IDFC First Bank,Current,2019-06-04,14960282
1001002734,CIN00120,IDFC First Bank,Current,2019-06-04,42857478
1001002735,CIN00120,ICICI Bank,Current,2019-06-04,51724578
1001002736,CIN00121,Yes Bank,Current,2025-08-30,1373471
1001002737,CIN00121,Yes Bank,Current,2025-08-30,1009251
1001002738,CIN00122,IDFC First Bank,Current,2020-06-15,2003977
1001002739,CIN00122,Yes Bank,Current,2020-06-15,3237763
1001002740,CIN00122,ICICI Bank,Current,2020-06-15,3991621
1001002741,CIN00123,HDFC Bank,Current,2022-08-29,28986999
1001002742,CIN00123,IDFC First Bank,Current,2022-08-29,10461584
1001002743,CIN00123,IDFC First Bank,Current,2022-08-29,48026686
1001002744,CIN00124,ICICI Bank,Current,2025-08-30,243344
1001002745,CIN00124,ICICI Bank,Current,2025-08-30,1741890
